Series Name,"Series Code","Country Name","Country Code","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Turkmenistan","TKM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Ukraine","UKR","4.47720109403357","2.36694390135139","0.634438528402592","-0.217508398305494","4.42178946686191","3.28306130596563","3.80086991777664","3.76649676088543","0.194103193490519","3.98166133947207","0.136428578229067","2.68800629322443"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","United Kingdom","GBR","1.72697599448212","1.95605174026818","1.92156774768545","1.54832168533284","12.0788528134648","4.67730914435461","-0.872604333652357","0.694070007703284","5.82864205974736","0.160847823124997","1.44178892281254","-2.64545968554728"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Uzbekistan","UZB","1.10230120247607","0.945033981533172","1.00027476951682","1.2079401515247","1.93048466413592","2.57993736270607","1.06427628704368","3.44235052410005","2.60108803608827","2.94839500995798","2.94941900878907","2.12292924719524"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Malta","MLT","34.586489580652","4.72416455167554","1.31122389888756","32.1027329502695","23.0840199411253","299.824941014866","452.221039539527","198.19959042815","192.141318771847","433.860897111274","126.275787596203","112.62636977735"
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","",""
Last Updated: 12/16/2024,"","","","","","","","","","","","","","",""
